evidence_group,experiment,region,target,lead_months,model,calibration,reference,n_months,bss,ci_low,ci_high,status,signal_flag,interpretation,source_file,paper_priority
seasonal_regional_longlead,seasonal_spi6_lead6_nino34,murray_darling_basin_masked,SPI-6 dry fraction,6,XGBoost seasonal isotonic,isotonic,monthly climatology,62,-2.12116,-3.11742,-1.2946,robust_negative,raw_signal_lost_after_calibration,climate_features=nino34; mask=basin; corr_iso_obs=0.332; std_ratio_iso_obs=0.435,outputs/seasonal/murray_darling_basin_masked/seasonal_spi6_lead6_climate_nino34_experiment_scores.txt,True
seasonal_regional_longlead,seasonal_spi3_lead3_all,southern_great_plains_basin_masked,SPI-3 dry fraction,3,XGBoost seasonal isotonic,isotonic,monthly climatology,59,-0.0649,-0.27972,0.06277,negative_uncertain,no_positive_signal,climate_features=all; mask=; corr_iso_obs=-0.066; std_ratio_iso_obs=0.277,outputs/seasonal/southern_great_plains_basin_masked/seasonal_spi3_lead3_experiment_scores.txt,False
seasonal_regional_longlead,seasonal_spi3_lead3_nino34,southern_great_plains_basin_masked,SPI-3 dry fraction,3,XGBoost seasonal isotonic,isotonic,monthly climatology,59,0.03291,-0.03683,0.0935,positive_uncertain,positive_temporal_tracking,climate_features=nino34; mask=basin; corr_iso_obs=0.313; std_ratio_iso_obs=0.156,outputs/seasonal/southern_great_plains_basin_masked/seasonal_spi3_lead3_climate_nino34_experiment_scores.txt,False
seasonal_regional_longlead,seasonal_spi6_lead6_all,southern_great_plains_basin_masked,SPI-6 dry fraction,6,XGBoost seasonal isotonic,isotonic,monthly climatology,62,-0.11372,-0.22748,-0.01641,robust_negative,no_positive_signal,climate_features=all; mask=; corr_iso_obs=0.114; std_ratio_iso_obs=0.299,outputs/seasonal/southern_great_plains_basin_masked/seasonal_spi6_lead6_experiment_scores.txt,True
seasonal_regional_longlead,seasonal_spi6_lead6_nino34,southern_great_plains_basin_masked,SPI-6 dry fraction,6,XGBoost seasonal isotonic,isotonic,monthly climatology,62,-0.08677,-0.14284,-0.00969,robust_negative,no_positive_signal,climate_features=nino34; mask=basin; corr_iso_obs=0.402; std_ratio_iso_obs=0.121,outputs/seasonal/southern_great_plains_basin_masked/seasonal_spi6_lead6_climate_nino34_experiment_scores.txt,True
temporal_robustness,holdout_2005_2008,California Central Valley,SPI-1 dry fraction,1,Tabular XGBoost rolling holdout,isotonic,train calendar-month climatology,48,-0.0892236489748374,-0.3220825662864762,0.1253474833792389,negative_uncertain,,test_years=2005-2008; test_minus_train_dry_mean=0.014; monthly_bias=-0.025,results/temporal/temporal_robustness_summary.csv,True
temporal_robustness,holdout_2009_2012,California Central Valley,SPI-1 dry fraction,1,Tabular XGBoost rolling holdout,isotonic,train calendar-month climatology,48,-0.0036354449866997,-0.4549650000812159,0.1612424649016886,negative_uncertain,,test_years=2009-2012; test_minus_train_dry_mean=-0.032; monthly_bias=0.070,results/temporal/temporal_robustness_summary.csv,True
temporal_robustness,holdout_2013_2016,California Central Valley,SPI-1 dry fraction,1,Tabular XGBoost rolling holdout,isotonic,train calendar-month climatology,48,-0.07726818876076,-0.3154360132709066,0.098062193397119,negative_uncertain,,test_years=2013-2016; test_minus_train_dry_mean=0.019; monthly_bias=-0.075,results/temporal/temporal_robustness_summary.csv,True
temporal_robustness,holdout_2017_2020,California Central Valley,SPI-1 dry fraction,1,Tabular XGBoost rolling holdout,isotonic,train calendar-month climatology,48,-0.0095476327589405,-0.4258424847275631,0.2131427507002207,negative_uncertain,,test_years=2017-2020; test_minus_train_dry_mean=0.014; monthly_bias=0.029,results/temporal/temporal_robustness_summary.csv,True
temporal_robustness,canonical_2021_2026,California Central Valley,SPI-1 dry fraction,1,Tabular XGBoost rolling holdout,isotonic,train calendar-month climatology,63,-0.0252709978252347,-0.1599543729702329,0.0868465661902636,negative_uncertain,,test_years=2021-2026; test_minus_train_dry_mean=0.040; monthly_bias=-0.040,results/temporal/temporal_robustness_summary.csv,True
